Urgency,Category,Issue,Affected URL,Details,Recommended Action
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=10&origin=2/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=10&origin=2/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,"https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=11,12,13,14,15&origin=1/",,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,"https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=11,12,13,14,15&origin=1/",,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,"https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=11,12,13,14,15&origin=1/",,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,"https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=11,12,13,14,15&origin=2/",,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,"https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=11,12,13,14,15&origin=2/",,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,"https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=11,12,13,14,15&origin=2/",,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=2&origin=1/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=2&origin=1/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=2&origin=1/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=2&origin=2/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=2&origin=2/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=2&origin=2/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=3&origin=1/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=3&origin=1/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=3&origin=1/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=3&origin=2/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=3&origin=2/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=3&origin=2/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=4&origin=1/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=4&origin=1/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=4&origin=1/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=4&origin=2/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=4&origin=2/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=4&origin=2/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=5&origin=1/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=5&origin=1/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=5&origin=1/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=5&origin=2/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=5&origin=2/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=5&origin=2/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=6&origin=1/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=6&origin=1/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=6&origin=1/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=6&origin=2/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=6&origin=2/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=6&origin=2/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=7&origin=1/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=7&origin=1/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=7&origin=1/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=7&origin=2/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=7&origin=2/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=7&origin=2/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=8&origin=1/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=8&origin=1/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=8&origin=1/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=8&origin=2/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=8&origin=2/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=8&origin=2/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/flexi-bangles/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/flexi-bangles/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/flexi-bangles/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/hoops/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/hoops/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/hoops/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/index.php,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/index.php,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/jis-spring-2027,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/jis-spring-2027,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/lastcall/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/lastcall/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/lastcall/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/meet,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/meet,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/meet,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/necklaces/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/necklaces/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/necklaces/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/pairs.php,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/pairs.php,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/pay,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/pay,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/pay/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/pay/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/pay/check/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/pay/check/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/pay/check/payments@amipi.com,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/pay/check/payments@amipi.com,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/pay/payments@amipi.com,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/pay/payments@amipi.com,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/pay/wire/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/pay/wire/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/pay/zelle/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/pay/zelle/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/pay/zelle/payments@amipi.com,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/pay/zelle/payments@amipi.com,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/payments@amipi.com,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/payments@amipi.com,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/register/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/register/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/register/downloads/aml.pdf,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/register/downloads/aml.pdf,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/register/downloads/application.pdf,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/register/downloads/application.pdf,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/remote/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/remote/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/rings/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/rings/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/rings/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/sell.php,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/sell.php,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/specials/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/specials/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/specials/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/studs/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/studs/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing H1 tag,https://www.amipi.com/studs/,,"Add a single, descriptive H1 tag near the top of the page content that accurately summarizes the main topic using relevant keywords. Ensure every indexable page has exactly one H1 that is visible to users and not hidden via CSS or JavaScript."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/terms-of-use/,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/terms-of-use/,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Metadata,Missing meta description,https://www.amipi.com/trade-show,,"Add a unique, descriptive meta description tag (150-160 characters) to the <head> section of each page that accurately summarizes the page content and includes primary keywords."
MEDIUM,Metadata,Missing canonical tag,https://www.amipi.com/trade-show,,"Add a self-referencing canonical tag (`<link rel=""canonical"" href=""https://example.com/current-page-url"" />`) to the `<head>` section of every indexable page to specify the preferred URL version."
MEDIUM,Performance,18 render-blocking <script> tags (no async/defer),https://www.amipi.com,,"Add `defer` to non-critical scripts in the `<head>` and move critical inline scripts to the end of `<body>`, ensuring dependencies load in correct order."
MEDIUM,Performance,Slow response time: 2216ms,https://www.amipi.com/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
MEDIUM,Performance,18 render-blocking <script> tags (no async/defer),https://www.amipi.com/,,"Add `defer` to non-critical scripts in the `<head>` and move critical inline scripts to the end of `<body>`, ensuring dependencies load in correct order."
MEDIUM,Performance,Slow response time: 2545ms,https://www.amipi.com//sell/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
MEDIUM,Performance,16 render-blocking <script> tags (no async/defer),https://www.amipi.com//sell/,,"Add `defer` to non-critical scripts in the `<head>` and move critical inline scripts to the end of `<body>`, ensuring dependencies load in correct order."
MEDIUM,Performance,Slow response time: 1338ms,https://www.amipi.com/Contact-Us/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
MEDIUM,Performance,16 render-blocking <script> tags (no async/defer),https://www.amipi.com/Contact-Us/,,"Add `defer` to non-critical scripts in the `<head>` and move critical inline scripts to the end of `<body>`, ensuring dependencies load in correct order."
MEDIUM,Performance,Slow response time: 1131ms,https://www.amipi.com/My-Cart/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
MEDIUM,Performance,16 render-blocking <script> tags (no async/defer),https://www.amipi.com/My-Cart/,,"Add `defer` to non-critical scripts in the `<head>` and move critical inline scripts to the end of `<body>`, ensuring dependencies load in correct order."
